id,name,size,proof,abv,spirit_type,brand_id,popularity,image_url,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
4588,Rowan's Creek 12 Year,750,,50.05,Bourbon,8524.0,200.0,images/4588.jpg,48.81,71.85,54.67,2031,170,479,1382,184
1736,Bulleit Bourbon Barrel Strength,750,119.4,59.7,Bourbon,415.0,200.0,images/1736.jpg,50.14,67.32,54.03,2030,223,262,1545,185
2159,Old Forester 100,750,100.0,50.0,Bourbon,152.0,200.0,images/2159.jpg,23.59,37.51,24.99,2017,221,487,1309,186
18396,Ben Holladay Bottled in Bond Bourbon,750,100.0,50.0,Bourbon,3647.0,100027.0,images/18396.jpg,59.98,75.46,67.99,2014,247,502,1265,187
17138,Remus Repeal Reserve V,750,100.0,50.0,Bourbon,586.0,1600.0,images/17138.jpg,90.0,241.09,149.99,2004,406,741,857,188
18712,Elijah Craig Barrel Proof Batch C922,750,125.0,62.5,Bourbon,2.0,1200.0,images/18712.jpg,69.97,107.5,79.99,1994,131,489,1374,189
184,Belle Meade Cask Strength Reserve Bourbon,750,108.0,54.0,Bourbon,154.0,200.0,images/184.jpg,56.69,92.34,73.42,1988,219,468,1301,190
859,Monkey Shoulder,750,86.0,43.0,Scotch,483.0,1900.0,images/859.jpg,33.89,51.34,37.26,1986,226,504,1256,191
286,Buffalo Trace Kosher Wheat 7 Year,750,,47.0,Bourbon,245.0,200.0,images/286.jpg,39.99,85.93,79.98,1984,276,566,1142,192
21466,James E. Pepper Barrel Proof Bourbon,750,105.4,52.7,Bourbon,550.0,100045.0,images/21466.jpg,64.99,80.06,72.48,1979,257,437,1285,193
19559,Redwood Empire Pipe Dream Cask Strength,750,117.0,58.5,Bourbon,445.0,100031.0,images/19559.jpg,70.0,103.14,75.89,1977,305,424,1248,194
17089,Woodford Reserve Master's Collection Batch Proof 128.3,750,128.0,64.0,Bourbon,2004.0,1960.0,images/17089.jpg,130.0,187.36,350.89,1973,779,603,591,195
3123,Jameson Irish Whiskey Triple Distilled,750,80.0,40.0,Irish Whiskey,214.0,1996.0,images/3123.jpg,28.69,33.53,37.24,1970,190,578,1202,196
3205,Rabbit Hole Dareringer Sherry Bourbon Cask,750,93.0,46.5,Bourbon,573.0,200.0,images/3205.jpg,71.45,111.06,94.89,1965,210,548,1207,197
3265,Crown Royal Salted Caramel,750,70.0,35.0,Canadian Whisky,182.0,100029.0,images/3265.jpg,28.14,51.64,30.11,1943,119,499,1325,198
3152,George Dickel Bottled in Bond Tennessee Whiskey 13 Year,750,100.0,50.0,Whiskey,486.0,1600.0,images/3152.jpg,40.3,66.26,79.98,1939,209,588,1142,199
18233,Elijah Craig Barrel Proof Batch B522,750,121.0,60.5,Bourbon,2.0,1200.0,images/18233.jpg,72.47,113.91,89.97,1938,127,436,1375,200
2331,Eagle Rare 10 Year,375,90.0,45.0,Bourbon,542.0,,images/2331.jpg,17.63,63.59,24.99,1919,126,524,1269,201
17293,Booker’s Bourbon 2021-04 Noe Strangers Batch,750,124.0,62.0,Bourbon,647.0,1800.0,images/17293.jpg,89.99,164.51,109.99,1914,239,615,1060,202
2086,Knob Creek Smoked Maple,750,90.0,45.0,Bourbon,189.0,200.0,images/2086.jpg,34.68,49.1,37.86,1904,116,463,1325,203
4575,"E.H. Taylor, Jr. 18 Year Marriage",750,,50.0,Bourbon,210.0,1700.0,images/4575.jpg,69.99,336.92,3189.98,1896,1395,464,37,204
17153,Maker's Mark 2021 Wood Finishing Series FAE-02,750,109.0,54.5,Bourbon,333.0,1900.0,images/17153.jpg,62.47,107.16,65.99,1895,348,527,1020,205
19790,Penelope Bourbon Cooper Series - Valencia,750,98.0,49.0,Bourbon,2817.0,100044.0,images/19790.jpg,89.99,108.79,79.99,1894,294,168,1432,206
2147,High West Campfire,750,92.0,46.0,Whiskey,350.0,90.0,images/2147.jpg,69.0,82.92,71.49,1885,148,460,1277,207
20831,Booker's Bourbon 2023-03 Mighty Fine Batch,750,122.0,61.0,Bourbon,647.0,,images/20831.jpg,89.99,156.5,137.67,1877,56,484,1337,208
17688,Old Forester Rye Barrel Strength Single Barrel,750,,64.05,Rye,152.0,200.0,images/17688.jpg,79.99,124.24,124.97,1877,226,502,1149,208
17894,Castle & Key Small Batch Bourbon,750,98.0,49.0,Bourbon,2983.0,600.0,images/17894.jpg,49.99,68.72,54.99,1874,185,487,1202,210
15967,Horse Soldier Bourbon,750,86.0,43.0,Bourbon,3188.0,1900.0,images/15967.jpg,53.47,77.69,53.58,1871,309,486,1076,211
17446,Penelope Bourbon Rosé Cask Finish,750,94.0,47.0,Bourbon,2817.0,200.0,images/17446.jpg,67.47,90.03,71.39,1859,121,402,1336,212
841,Peerless Bourbon Small Batch,750,107.0,53.5,Bourbon,163.0,100027.0,images/841.jpg,72.99,99.58,80.29,1858,189,433,1236,213
17211,Blue Note Juke Joint Whiskey Uncut Unfiltered,750,122.0,61.0,Bourbon,3068.0,200.0,images/17211.jpg,49.99,61.86,55.33,1852,215,320,1317,214
21010,Booker’s Bourbon 2023-04 - The Storyteller Batch,750,127.0,63.5,Bourbon,647.0,,images/21010.jpg,109.0,143.81,121.21,1845,54,450,1341,215
20005,"Booker's 7 Year ""Apprentice Batch"" - 2023",750,,62.75,Bourbon,647.0,200.0,images/20005.jpg,,105.83,114.39,1840,45,499,1296,216
2581,WhistlePig 6 Year Piggyback Rye,750,96.6,48.3,Rye,3549.0,200.0,images/2581.jpg,47.48,67.17,62.99,1840,129,450,1261,216
4783,Woodford Reserve Double Oaked,1000,90.4,45.2,Bourbon,2004.0,,images/4783.jpg,66.99,91.49,73.69,1839,174,530,1135,218
17054,Buffalo Trace Kosher Bourbon Rye Recipe,750,94.0,47.0,Bourbon,245.0,600.0,images/17054.jpg,39.99,109.08,128.37,1828,308,460,1060,219
4813,Maker's Mark 46 Cask Strength,750,110.0,55.0,Bourbon,333.0,200.0,images/4813.jpg,58.97,79.52,81.29,1817,308,468,1041,220
19151,Stagg - Batch #18,750,131.0,65.5,Bourbon,3640.0,200.0,images/19151.jpg,70.0,345.56,412.45,1815,87,584,1144,221
19975,Elijah Craig Barrel Proof Batch B523,750,124.0,62.0,Bourbon,2.0,200.0,images/19975.jpg,72.47,115.23,69.99,1808,50,388,1370,222
17355,Penelope Bourbon Barrel Strength Four Grain Batch 8,750,115.0,57.5,Bourbon,2817.0,1600.0,images/17355.jpg,64.99,85.25,74.49,1799,347,434,1018,223
17802,Stagg Jr. - Batch #17,750,128.7,64.35,Bourbon,3640.0,200.0,images/17802.jpg,53.3,228.07,389.27,1795,166,580,1049,224
48400,Stagg 24B,750,127.8,63.9,Bourbon,3640.0,100150.0,images/48400.jpg,,163.28,219.99,1781,425,514,842,225
3286,High West Double Rye,750,92.0,46.0,Rye,350.0,200.0,images/3286.jpg,37.38,44.45,40.8,1780,137,391,1252,226
18354,Booker’s Bourbon 2022-02 Lumberyard Batch,750,124.0,62.0,Bourbon,647.0,200.0,images/18354.jpg,89.99,175.74,192.34,1779,123,470,1186,227
17630,Kentucky Owl St. Patrick's Edition,750,,50.0,Bourbon,779.0,600.0,images/17630.jpg,134.98,157.56,149.0,1776,135,596,1045,228
1948,Old Forester Single Barrel 100 Proof,750,,50.0,Bourbon,5959.0,200.0,images/1948.jpg,71.63,135.44,219.99,1775,484,188,1103,229
3838,Joseph Magnus Straight Bourbon,750,100.0,50.0,Bourbon,443.0,200.0,images/3838.jpg,91.48,139.15,109.99,1758,206,527,1025,230
19879,Stagg - 22A,750,132.0,66.0,Bourbon,3640.0,200.0,images/19879.jpg,80.0,255.95,249.99,1751,114,541,1096,231
19819,Larceny Barrel Proof Batch B523,750,,62.2,Bourbon,587.0,200.0,images/19819.jpg,59.0,79.14,69.39,1740,62,446,1232,232
4033,Pikesville Rye Whiskey,750,110.0,55.0,Rye,8412.0,200.0,images/4033.jpg,50.87,70.52,55.66,1738,253,434,1051,233
3365,Jefferson’s Reserve Very Old Kentucky Straight Bourbon Very Small Batch,750,90.2,45.1,Bourbon,9035.0,80.0,images/3365.jpg,54.24,80.75,59.31,1737,150,384,1203,234
13955,Rabbit Hole Cavehill,750,95.0,47.5,Bourbon,573.0,200.0,images/13955.jpg,59.97,100.85,65.99,1722,133,474,1115,235
19502,Ben Holladay Soft Red Wheat Rickhouse Proof,750,120.1,60.05,Bourbon,3647.0,100061.0,images/19502.jpg,74.99,89.03,80.79,1719,331,333,1055,236
2019,Bulleit Bourbon 10 Year,750,91.2,45.6,Bourbon,415.0,200.0,images/2019.jpg,45.99,67.06,50.49,1714,192,432,1090,237
592,Lagavulin 16 Year,750,,43.0,Single Malt Scotch Whisky,392.0,200.0,images/592.jpg,102.22,119.13,114.42,1713,189,501,1023,238
3454,Elijah Craig Straight Rye Whiskey,750,94.0,47.0,Rye,2.0,200.0,images/3454.jpg,32.3,40.84,33.54,1710,92,427,1191,239
2034,Mellow Corn Bottled In Bond,750,100.0,50.0,Whiskey,2551.0,200.0,images/2034.jpg,17.51,25.37,18.09,1707,110,452,1145,240
17221,Redwood Empire Grizzly Beast Straight Bourbon Bottled in Bond,750,100.0,50.0,Bourbon,445.0,200.0,images/17221.jpg,79.99,105.9,117.59,1706,270,393,1043,241
18778,Remus Repeal Reserve VI,750,100.0,50.0,Bourbon,586.0,1980.0,images/18778.jpg,109.99,153.09,209.47,1704,261,498,945,242
4427,Old Forester 1870 Original Batch,750,90.0,45.0,Bourbon,152.0,100.0,images/4427.jpg,40.91,79.18,45.06,1675,236,369,1070,243
18768,Maker’s Mark 2022 Wood Finishing Series BRT-02,750,109.0,54.5,Bourbon,333.0,200.0,images/18768.jpg,62.47,109.33,59.99,1667,76,412,1179,244
17776,Green River Bourbon DSP-KY-10,750,90.0,45.0,Bourbon,3445.0,600.0,images/17776.jpg,34.99,47.06,34.99,1666,208,428,1030,245
19848,Blood Oath Pact No.9,750,98.0,49.0,Bourbon,849.0,1400.0,images/19848.jpg,134.97,273.22,248.4,1663,139,485,1039,246
3181,Yamazaki 12 Year,700,86.0,43.0,Japanese Whisky,238.0,200.0,images/3181.jpg,134.15,231.33,174.56,1661,234,550,877,247
3560,I.W. Harper 15 Year,750,,43.0,Bourbon,2532.0,200.0,images/3560.jpg,75.0,123.8,94.99,1659,188,542,929,248
4581,Basil Hayden's Dark Rye,750,80.0,40.0,Rye,330.0,80.0,images/4581.jpg,43.38,65.11,49.99,1650,128,371,1151,249
16674,Old Fitzgerald 16 Year,750,100.0,50.0,Bourbon,234.0,1999.0,images/16674.jpg,155.69,346.14,796.95,1642,1067,448,127,250
20574,Little Book Chapter 7: In Retrospect,750,118.0,59.0,Whiskey,823.0,,images/20574.jpg,159.98,227.42,170.0,1640,82,473,1085,251
19465,Larceny Barrel Proof A123,750,126.0,63.0,Bourbon,587.0,1600.0,images/19465.jpg,59.99,96.48,93.64,1629,122,416,1091,252
19529,Stagg Batch 22B,750,,65.0,Bourbon,8803.0,200.0,images/19529.jpg,55.0,270.44,293.49,1618,65,508,1045,253
18185,Jack Daniel’s Triple Mash,700,100.0,50.0,Whiskey,231.0,,images/18185.jpg,36.48,46.87,59.99,1617,81,403,1133,254
17181,Booker’s Bourbon 2021-03 Bardstown Batch,750,127.0,63.5,Bourbon,647.0,200.0,images/17181.jpg,89.99,166.78,229.99,1615,141,530,944,255
18517,Little Book Chapter 6: To The Finish,750,117.4,58.7,Bourbon,823.0,200.0,images/18517.jpg,124.97,249.86,191.35,1613,100,473,1040,256
21024,Stagg 127.8 Proof,750,,63.9,Bourbon,3640.0,,images/21024.jpg,60.0,168.23,259.78,1604,72,407,1125,257
3793,High West American Prairie Bourbon,750,92.0,46.0,Bourbon,350.0,100.0,images/3793.jpg,36.82,57.5,40.8,1597,157,358,1082,258
17246,Benchmark Top Floor,750,86.0,43.0,Bourbon,3330.0,200.0,images/17246.jpg,17.47,24.94,17.89,1571,130,338,1103,259
18355,Smoke Wagon Uncut the Younger,750,115.0,57.5,Bourbon,2808.0,200.0,images/18355.jpg,46.99,65.5,51.69,1563,90,360,1113,260
16693,Hibiki Japanese Harmony,750,,43.0,Blended Whisky,484.0,600.0,images/16693.jpg,87.47,112.22,92.0,1558,183,406,969,261
18767,Maker’s Mark 2022 Wood Finishing Series BRT-01,750,109.0,54.5,Bourbon,333.0,200.0,images/18767.jpg,62.47,99.03,59.99,1556,66,385,1105,262
2428,Bib & Tucker 6 Year Small Batch Bourbon,750,92.0,46.0,Bourbon,799.0,200.0,images/2428.jpg,51.08,82.62,56.99,1537,134,411,992,263
14239,Ezra Brooks Cask Strength,750,120.0,60.0,Bourbon,324.0,200.0,images/14239.jpg,52.46,75.43,53.46,1528,76,382,1070,264
17151,Rebel Cask Strength Single Barrel,750,120.0,60.0,Bourbon,3237.0,200.0,images/17151.jpg,55.97,73.03,63.49,1525,107,356,1062,265
19540,Bardstown Origin Series Bourbon,750,96.0,48.0,Bourbon,778.0,200.0,images/19540.jpg,46.64,63.05,48.49,1518,165,296,1057,266
13347,Sagamore Spirit Rye Double Oak,750,96.6,48.3,Rye,3440.0,200.0,images/13347.jpg,59.97,73.96,64.19,1518,208,316,994,266
16367,Kirkland Signature Bottled-in-Bond Bourbon Barton 1792,1000,100.0,50.0,Bourbon,1118.0,100030.0,images/16367.jpg,36.0,52.41,31.39,1514,81,326,1107,268
17309,Elijah Craig Barrel Proof Batch C921,750,120.0,60.0,Bourbon,2.0,1200.0,images/17309.jpg,69.97,109.18,79.99,1504,115,386,1003,269
16893,Bardstown Fusion Series No. 5,750,95.0,47.5,Bourbon,778.0,1980.0,images/16893.jpg,59.99,87.89,65.99,1497,290,458,749,270
19779,Evan Williams Single Barrel Vintage 2015,750,87.0,43.5,Bourbon,167.0,100030.0,images/19779.jpg,55.0,60.7,40.04,1497,103,330,1064,270
17164,Widow Jane Lucky Thirteen,750,99.0,49.5,Bourbon,295.0,200.0,images/17164.jpg,90.0,132.77,126.83,1489,185,434,870,272
50056,George T Stagg - 2024,750,136.1,68.05,Bourbon,352.0,100131.0,images/50056.jpg,150.0,486.09,977.78,1475,596,445,434,273
3000,Uncle Nearest 1884 Small Batch,750,90.0,45.0,Whiskey,567.0,1800.0,images/3000.jpg,46.1,56.18,50.39,1465,158,392,915,274
34570,Green River Full Proof,750,117.3,58.65,Bourbon,3445.0,100049.0,images/34570.jpg,50.0,67.46,52.82,1459,272,266,921,275
2329,Buffalo Trace White Dog Mash 1,375,125.0,62.5,Whiskey,245.0,40.0,images/2329.jpg,16.65,20.66,19.44,1448,79,289,1080,276
3086,Baker's 13 Year Single Barrel,750,,53.5,Bourbon,288.0,100037.0,images/3086.jpg,100.0,209.73,292.32,1443,391,386,666,277
1580,Colonel E.H. Taylor Amaranth,750,100.0,50.0,Bourbon,210.0,1700.0,images/1580.jpg,68.03,210.62,1829.59,1442,1054,332,56,278
297,Old Elk Blended Straight Bourbon,750,88.0,44.0,Bourbon,252.0,200.0,images/297.jpg,52.0,55.34,52.82,1441,132,261,1048,279
3867,Blanton's,50,93.0,46.5,Bourbon,10.0,,images/3867.jpg,8.81,18.72,44.19,1439,106,372,961,280
1547,Johnnie Walker Blue Label,750,80.0,40.0,Scotch,213.0,94.0,images/1547.jpg,222.18,271.87,230.72,1429,136,401,892,281
18104,Weller 12 Year 1 Liter,1000,,45.0,Bourbon,156.0,,images/18104.jpg,54.47,177.5,379.66,1419,170,468,781,282
17177,Wilderness Trail Small Batch Bourbon,750,,50.0,Bourbon,521.0,200.0,images/17177.jpg,62.99,84.41,63.33,1409,144,358,907,283
2256,Buffalo Trace,375,90.0,45.0,Bourbon,245.0,80.0,images/2256.jpg,14.27,21.5,21.47,1409,57,319,1033,283
521,Legent Bourbon Whiskey,750,94.0,47.0,Bourbon,4589.0,200.0,images/521.jpg,44.97,45.53,47.19,1390,127,373,890,285
20607,Penelope Rio Batch 2,750,98.0,49.0,Bourbon,2817.0,100027.0,images/20607.jpg,94.98,125.18,104.79,1385,355,376,654,286
19499,Booker’s 2023-01 Charlie’s Batch,750,127.0,63.5,Bourbon,647.0,200.0,images/19499.jpg,89.99,110.34,100.59,1384,38,376,970,287
4476,Michter's Toasted Barrel Strength Rye Whiskey,750,120.0,60.0,Rye,405.0,200.0,images/4476.jpg,62.66,93.42,138.83,1384,442,434,508,287
12902,Calumet Farm 14 Year,750,96.2,48.1,Bourbon,769.0,1800.0,images/12902.jpg,119.96,138.54,133.32,1379,304,411,664,289
18939,Booker's Bourbon 2022-03 Kentucky Tea Batch,750,127.0,63.5,Bourbon,647.0,200.0,images/18939.jpg,85.59,122.33,204.87,1379,57,354,968,289
19851,Maker’s Mark French Oaked No. 46 Cask Strength 23-01,750,110.0,55.0,Bourbon,333.0,200.0,images/19851.jpg,65.0,67.83,76.33,1359,70,364,925,291
18084,Blue Run 13 Year Old,750,95.0,47.5,Bourbon,2820.0,200.0,images/18084.jpg,88.31,212.62,319.49,1354,97,354,903,292
18718,WhistlePig 6 Year Piggyback Bourbon,750,100.0,50.0,Bourbon,3549.0,200.0,images/18718.jpg,49.97,77.54,52.82,1352,82,318,952,293
281,Jefferson's Ocean Aged At Sea Voyage 17,750,90.0,45.0,Bourbon,232.0,200.0,images/281.jpg,50.24,64.63,56.27,1344,275,34,1035,294
2311,Redwood Empire Emerald Giant,750,90.0,45.0,Rye,445.0,200.0,images/2311.jpg,40.64,44.2,41.96,1343,136,325,882,295
33325,Elijah Craig Barrel Proof - Batch B524,750,130.6,65.3,Bourbon,2.0,100038.0,images/33325.jpg,69.95,104.97,82.79,1325,115,263,947,296
3617,Blue Note Bourbon,750,93.0,46.5,Bourbon,3068.0,200.0,images/3617.jpg,49.99,59.33,37.99,1315,179,338,798,297
12112,Fortaleza Blanco Tequila,750,80.0,40.0,Tequila,1708.0,100035.0,images/12112.jpg,48.41,89.15,53.81,1315,155,344,816,297
19816,Russell's Reserve Bourbon Single Rickhouse,750,112.0,56.0,Bourbon,496.0,100070.0,images/19816.jpg,250.0,354.85,650.0,1306,808,280,218,299
19546,Wild Turkey 12 Year,700,,50.5,Bourbon,191.0,100110.0,images/19546.jpg,199.99,217.7,158.0,1295,440,270,585,300
3281,Benchmark No. 8,750,80.0,40.0,Bourbon,3330.0,100.0,images/3281.jpg,11.13,12.66,11.65,1279,81,333,865,301
17299,Frey Ranch Bourbon,750,90.0,45.0,Bourbon,3285.0,200.0,images/17299.jpg,49.99,63.6,51.56,1271,201,285,785,302
44955,Bardstown Origin Series Wheated Bourbon,750,106.0,53.0,Bourbon,778.0,100059.0,images/44955.jpg,49.99,66.26,53.99,1269,255,225,789,303
21291,Old Fitzgerald 8 Year - Fall 2023,750,100.0,50.0,Bourbon,234.0,1980.0,images/21291.jpg,109.97,208.75,417.64,1263,516,324,423,304
16486,New Riff Bourbon Single Barrel Barrel Proof,750,110.0,55.0,Bourbon,254.0,200.0,images/16486.jpg,55.14,67.62,61.66,1260,118,265,877,305
15987,Alberta Premium Cask Strength,750,132.0,66.0,Rye,2824.0,1980.0,images/15987.jpg,72.45,83.16,78.7,1252,196,457,599,306
1584,Chicken Cock Straight Bourbon,750,90.0,45.0,Bourbon,664.0,200.0,images/1584.jpg,61.47,80.01,64.65,1251,98,327,826,307
17040,Horse Soldier Barrel Strength,750,115.0,57.5,Bourbon,3188.0,600.0,images/17040.jpg,85.97,97.49,89.13,1241,152,333,756,308
17328,Elmer T Lee Commemorative Edition,750,93.0,46.5,Bourbon,700.0,1960.0,images/17328.jpg,49.99,558.36,2044.82,1241,646,566,29,308
28079,Elmer T. Lee Sour Mash,750,,45.0,Bourbon,700.0,100070.0,images/28079.jpg,39.99,104.95,299.85,1240,274,295,671,310
17925,Basil Hayden Subtle Smoke,750,80.0,40.0,Bourbon,330.0,1400.0,images/17925.jpg,52.47,65.03,60.99,1239,129,302,808,311
13667,Barrell Dovetail,750,125.2,62.6,Whiskey,146.0,200.0,images/13667.jpg,87.46,89.05,87.66,1234,132,349,753,312
17924,Heaven Hill 17 Year Heritage Collection 2022 Release,750,118.0,59.0,Bourbon,430.0,1600.0,images/17924.jpg,274.99,646.78,1615.71,1230,510,501,219,313
27454,Woodford Reserve Master's Collection Batch Proof 121.2,700,121.2,60.6,Bourbon,2004.0,100036.0,images/27454.jpg,129.99,190.52,159.99,1227,126,154,947,314
19807,Stagg - 23A,750,130.0,65.0,Bourbon,3640.0,200.0,images/19807.jpg,69.99,170.8,271.65,1225,85,377,763,315
17542,Rebel 10 Year Single Barrel,750,100.0,50.0,Bourbon,3237.0,200.0,images/17542.jpg,74.25,131.05,106.13,1222,159,350,713,316
16602,Sam Houston Bourbon 15 Year,750,103.0,51.5,Bourbon,499.0,200.0,images/16602.jpg,129.99,140.0,138.33,1218,142,472,604,317
17319,Benchmark Select Casks Small Batch,750,90.0,45.0,Bourbon,3330.0,200.0,images/17319.jpg,17.47,23.24,21.24,1213,131,238,844,318
147,Four Roses Bourbon,750,80.0,40.0,Bourbon,148.0,100.0,images/147.jpg,22.42,28.02,26.8,1213,121,310,782,318
2316,Old Elk Wheated Bourbon,750,92.0,46.0,Bourbon,252.0,200.0,images/2316.jpg,67.2,67.83,69.72,1207,180,297,730,320
18075,Larceny Barrel Proof Batch A122,750,,62.2,Bourbon,587.0,1580.0,images/18075.jpg,49.99,54.3,67.24,1200,152,317,731,321
17921,Old Fitzgerald 17 Year,750,100.0,50.0,Bourbon,234.0,1000.0,images/17921.jpg,109.99,350.74,1072.98,1197,518,397,282,322
16680,Evan Williams 12 Year Red Label,750,101.0,50.5,Bourbon,167.0,200.0,images/16680.jpg,130.0,156.12,165.74,1191,167,386,638,323
542,Green Spot,750,80.0,40.0,Irish Whiskey,379.0,200.0,images/542.jpg,66.19,75.21,69.16,1183,154,274,755,325
16791,Colonel E.H. Taylor Warehouse C,750,100.0,50.0,Bourbon,210.0,200.0,images/16791.jpg,73.97,475.05,1645.42,1180,528,553,99,326
21257,Colonel E.H. Taylor Barrel Proof Batch 12,750,131.0,65.5,Bourbon,210.0,,images/21257.jpg,78.97,240.29,481.32,1172,151,319,702,327
3040,Suntory Toki Japanese Whiskey,750,86.0,43.0,Japanese Whisky,855.0,200.0,images/3040.jpg,35.36,53.67,38.56,1169,145,75,949,328
48189,Larceny Barrel Proof C924,750,125.1,62.55,Bourbon,587.0,100087.0,images/48189.jpg,64.99,92.46,67.33,1169,130,260,779,328
4838,Jack Daniel's Single Barrel Rye,750,94.0,47.0,Rye,231.0,200.0,images/4838.jpg,48.86,63.18,61.9,1168,111,275,782,330
20014,Woodford Reserve Master’s Collection Batch Proof 124.7,750,124.0,62.0,Bourbon,2004.0,200.0,images/20014.jpg,139.97,161.8,156.07,1154,55,324,775,331
2697,Johnny Drum Private Stock 15 Year,750,,50.5,Bourbon,7042.0,200.0,images/2697.jpg,42.03,48.01,44.83,1151,88,290,773,332
4414,Redbreast 12 Year Cask Strength,750,115.4,57.7,Irish Whiskey,646.0,200.0,images/4414.jpg,83.17,108.44,94.09,1135,204,332,599,333
17214,Horse Soldier Small Batch,750,95.0,47.5,Bourbon,3188.0,800.0,images/17214.jpg,71.73,76.79,74.56,1132,161,271,700,334
1142,Buffalo Trace Kosher Rye 7 Year,750,,47.0,Rye,245.0,1700.0,images/1142.jpg,39.99,60.59,71.99,1131,276,339,516,335
21036,Bardstown Discovery Series No. 11,750,118.1,59.05,Bourbon,778.0,,images/21036.jpg,139.97,166.47,142.49,1130,152,251,727,336
4083,Laphroaig 10 Year,750,86.0,43.0,Scotch,284.0,1980.0,images/4083.jpg,54.82,72.25,64.47,1129,206,308,615,337
25363,Woodford Reserve Derby 150 2024 Release,1000,,45.2,Bourbon,2004.0,100035.0,images/25363.jpg,54.99,92.12,67.59,1128,46,122,960,338
3142,Old Forester Rye,750,100.0,50.0,Rye,152.0,200.0,images/3142.jpg,24.85,26.75,26.41,1125,130,267,728,339
18228,Larceny Barrel Proof Batch B522,750,,61.9,Bourbon,587.0,200.0,images/18228.jpg,59.99,70.21,69.99,1120,54,280,786,340
17223,Blanton's Special Reserve,700,80.0,40.0,Bourbon,10.0,,images/17223.jpg,49.99,95.02,169.13,1119,352,298,469,341
1388,Gentleman Jack,750,80.0,40.0,Whiskey,231.0,62.0,images/1388.jpg,31.09,35.46,32.95,1116,63,239,814,342
634,Murray Hill Club Bourbon,750,103.0,51.5,Bourbon,406.0,200.0,images/634.jpg,107.48,116.01,115.32,1115,97,323,695,343
40819,Eagle Rare,750,90.0,45.0,Bourbon,542.0,100104.0,images/40819.jpg,42.99,70.06,69.78,1115,149,219,747,343
269,Old Fitzgerald 13 Year,750,100.0,50.0,Bourbon,234.0,1700.0,images/269.jpg,132.48,270.86,624.66,1114,816,199,99,345
34488,Little Book Chapter 8: Path Not Taken,750,118.2,59.1,Whiskey,823.0,100044.0,images/34488.jpg,160.0,220.57,210.82,1108,125,216,767,346
48300,Elijah Craig Barrel Proof C924,750,129.0,64.5,Bourbon,2.0,100051.0,images/48300.jpg,75.0,94.76,76.99,1107,116,186,805,347
23515,Four Roses Single Barrel,750,,50.0,Bourbon,148.0,100079.0,images/23515.jpg,45.99,62.71,48.29,1105,139,198,768,348
16679,Heaven Hill Old Style Bourbon 6 Year,750,90.0,45.0,Bourbon,430.0,1960.0,images/16679.jpg,12.99,44.67,39.99,1099,231,350,518,349
2685,Blackened,750,90.0,45.0,Whiskey,822.0,200.0,images/2685.jpg,49.22,52.69,51.16,1098,84,285,729,350
13361,Brother's Bond Bourbon,750,80.0,40.0,Bourbon,1876.0,200.0,images/13361.jpg,39.39,50.59,42.13,1098,84,309,705,350
5155,Rittenhouse Rye,750,100.0,50.0,Rye,858.0,200.0,images/5155.jpg,24.95,34.88,27.59,1095,92,267,736,352
5196,High West Bourye,750,92.0,46.0,Whiskey,350.0,80.0,images/5196.jpg,80.58,86.76,85.66,1095,218,303,574,352
42342,Heaven Hill Grain to Glass Kentucky Straight Bourbon Whiskey,750,107.0,53.5,,,,images/42342.jpg,99.99,107.43,132.73,1105,163,36,906,353
1807,Woodford Reserve Wheat,750,90.4,45.2,Rye,2004.0,200.0,images/1807.jpg,37.98,45.24,37.99,1094,81,272,741,354
18004,Orphan Barrel Fabel and Folly,750,90.0,45.0,Whiskey,261.0,200.0,images/18004.jpg,149.97,207.06,168.99,1094,92,386,616,354
1066,Jack Daniel's No. 27 Gold Maple Wood Finish,750,80.0,40.0,Whiskey,231.0,200.0,images/1066.jpg,95.75,130.03,175.65,1090,78,347,665,356
3518,Russell's Reserve Single Barrel Rye,750,104.0,52.0,Rye,496.0,200.0,images/3518.jpg,64.66,78.84,70.82,1090,132,251,707,356
786,Bulleit 95 Rye,750,90.0,45.0,Rye,415.0,200.0,images/786.jpg,28.97,39.08,49.82,1080,88,239,753,358
678,WhistlePig 12 Year Old World,750,86.0,43.0,Rye,3549.0,200.0,images/678.jpg,124.99,152.67,159.15,1077,131,285,661,359
16796,Crown Royal XR Extra Rare 18 Year,750,80.0,40.0,Canadian Whisky,182.0,200.0,images/16796.jpg,137.47,176.59,147.06,1077,84,381,612,359
4510,Jefferson's Kentucky Straight Bourbon Whiskey Very Small Batch,750,82.0,41.0,Bourbon,232.0,200.0,images/4510.jpg,34.47,56.61,36.37,1075,58,284,733,361
46500,Angel’s Envy Triple Oak,750,92.0,46.0,Bourbon,96.0,100048.0,images/46500.jpg,75.0,90.39,71.98,1074,106,251,717,362
16485,Lux Row Limited Edition Whiskey 12 Year,750,118.0,59.0,Whiskey,10099.0,1980.0,images/16485.jpg,149.99,237.28,499.16,1073,245,405,423,363
2287,Nikka Whisky From The Barrel,500,102.8,51.4,Whiskey,378.0,1880.0,images/2287.jpg,69.95,75.03,73.26,1072,180,289,603,364
